filename,data
DATASET1_1_5000_00061.png,Bx315.5y414.0x474.0y517.0x394.0y469.0x368.0y456.0x317.0y412.0Bx315.5y414.0x157.0y311.0x205.0y339.0x252.0y364.0x314.0y412.0
DATASET1_1_5000_00071.png,Bx311.5y426.5x197.0y276.0x250.0y339.0x270.0y359.0x308.0y426.0Bx311.5y426.5x426.0y577.0x371.0y511.0x356.0y494.0x309.0y429.0
DATASET1_1_5000_00081.png,Bx303.5y416.0x247.0y236.0x266.0y288.0x285.0y338.0x304.0y415.0Bx303.5y416.0x360.0y596.0x345.0y556.0x326.0y511.0x302.0y415.0
DATASET1_1_5000_00091.png,Bx307.5y411.5x315.0y223.0x318.0y288.0x318.0y333.0x308.0y409.0Bx307.5y411.5x300.0y600.0x298.0y521.0x298.0y488.0x307.0y409.0
DATASET1_1_5500_00001.png,Bx307.5y391.5x253.0y571.0x273.0y493.0x281.0y459.0x307.0y394.0Bx307.5y391.5x362.0y212.0x349.0y263.0x334.0y334.0x305.0y393.0
DATASET1_1_5500_00011.png,Bx311.5y402.0x195.0y551.0x239.0y485.0x262.0y452.0x308.0y402.0Bx311.5y402.0x428.0y253.0x387.0y311.0x357.0y354.0x306.0y405.0
DATASET1_1_5500_00021.png,Bx317.5y406.5x154.0y501.0x211.0y464.0x258.0y433.0x315.0y408.0Bx317.5y406.5x481.0y312.0x454.0y329.0x449.0y324.0x445.0y326.0x444.0y334.0x437.0y334.0x433.0y337.0x433.0y342.0x429.0y344.0x423.0y348.0x421.0y352.0x380.0y380.0x314.0y408.0
DATASET1_1_5500_00031.png,Bx306.5y422.5x492.0y394.0x453.0y403.0x449.0y398.0x441.0y399.0x437.0y407.0x368.0y422.0x305.0y423.0Bx306.5y422.5x121.0y451.0x182.0y438.0x246.0y423.0x304.0y425.0
DATASET1_1_5500_00041.png,Bx300.5y435.0x118.0y392.0x143.0y396.0x154.0y405.0x163.0y406.0x173.0y401.0x237.0y412.0x299.0y435.0Bx300.5y435.0x483.0y478.0x453.0y472.0x440.0y463.0x420.0y463.0x415.0y466.0x363.0y454.0x297.0y436.0
DATASET1_1_5500_00051.png,Bx298.5y429.5x453.0y537.0x396.0y504.0x348.0y475.0x297.0y426.0Bx298.5y429.5x144.0y322.0x206.0y360.0x252.0y388.0x297.0y428.0
DATASET1_1_5500_00061.png,Bx310.5y416.5x414.0y575.0x369.0y512.0x342.0y474.0x308.0y415.0Bx310.5y416.5x207.0y258.0x248.0y312.0x283.0y361.0x308.0y415.0
DATASET1_1_5500_00071.png,Bx312.5y401.5x348.0y585.0x334.0y528.0x323.0y491.0x311.0y397.0Bx312.5y401.5x277.0y218.0x298.0y308.0x311.0y401.0
DATASET1_1_5500_00081.png,Bx304.0y395.5x273.0y582.0x281.0y510.0x286.0y460.0x304.0y391.0Bx304.0y395.5x335.0y209.0x324.0y314.0x304.0y392.0
DATASET1_1_5500_00091.png,Bx307.5y391.0x405.0y231.0x389.0y260.0x381.0y263.0x381.0y275.0x350.0y339.0x308.0y390.0Bx307.5y391.0x210.0y551.0x252.0y475.0x272.0y441.0x308.0y387.0
DATASET1_1_6000_00001.png,Bx319.5y409.5x133.0y436.0x154.0y436.0x163.0y444.0x176.0y438.0x180.0y428.0x237.0y414.0x318.0y409.0Bx319.5y409.5x506.0y383.0x485.0y387.0x476.0y381.0x466.0y384.0x464.0y392.0x458.0y388.0x450.0y389.0x434.0y399.0x378.0y409.0x316.0y410.0
DATASET1_1_6000_00011.png,Bx297.0y421.5x479.0y472.0x457.0y467.0x449.0y458.0x441.0y452.0x431.0y453.0x417.0y457.0x371.0y446.0x332.0y438.0x295.0y421.0Bx297.0y421.5x115.0y371.0x135.0y377.0x151.0y386.0x168.0y384.0x176.0y387.0x186.0y386.0x240.0y396.0x294.0y420.0
DATASET1_1_6000_00021.png,Bx317.5y416.0x172.0y296.0x190.0y313.0x193.0y320.0x199.0y327.0x211.0y337.0x219.0y333.0x259.0y359.0x281.0y375.0x317.0y416.0Bx317.5y416.0x463.0y536.0x442.0y519.0x442.0y511.0x435.0y503.0x431.0y506.0x429.0y501.0x420.0y499.0x410.0y496.0x371.0y467.0x314.0y414.0
DATASET1_1_6000_00031.png,Bx306.0y406.5x391.0y574.0x340.0y486.0x329.0y464.0x305.0y403.0Bx306.0y406.5x221.0y239.0x235.0y266.0x235.0y282.0x240.0y286.0x248.0y287.0x284.0y343.0x306.0y406.0
DATASET1_1_6000_00041.png,Bx304.5y398.5x300.0y209.0x307.0y287.0x312.0y337.0x309.0y394.0Bx304.5y398.5x309.0y588.0x301.0y504.0x297.0y468.0x307.0y392.0
DATASET1_1_6000_00051.png,Bx306.0y400.0x241.0y575.0x260.0y517.0x278.0y455.0x305.0y397.0Bx306.0y400.0x371.0y225.0x341.0y319.0x334.0y347.0x305.0y400.0
DATASET1_1_6000_00061.png,Bx304.5y399.0x176.0y536.0x186.0y524.0x199.0y521.0x210.0y509.0x214.0y502.0x215.0y488.0x246.0y452.0x263.0y435.0x307.0y396.0Bx304.5y399.0x433.0y262.0x416.0y280.0x410.0y278.0x408.0y286.0x406.0y286.0x404.0y294.0x402.0y304.0x361.0y350.0x305.0y395.0
DATASET1_1_6000_00071.png,Bx314.0y409.5x141.0y482.0x150.0y479.0x160.0y482.0x180.0y479.0x186.0y475.0x193.0y458.0x242.0y432.0x264.0y422.0x315.0y408.0Bx314.0y409.5x487.0y337.0x468.0y345.0x460.0y343.0x450.0y347.0x443.0y355.0x440.0y356.0x437.0y361.0x389.0y386.0x362.0y398.0x316.0y407.0
DATASET1_1_6000_00081.png,Bx311.5y414.0x123.0y410.0x140.0y409.0x152.0y416.0x166.0y419.0x180.0y416.0x186.0y408.0x250.0y406.0x313.0y415.0Bx311.5y414.0x500.0y418.0x480.0y417.0x474.0y413.0x467.0y417.0x460.0y411.0x455.0y412.0x450.0y419.0x371.0y424.0x313.0y412.0
DATASET1_1_6000_00091.png,Bx305.0y425.5x134.0y347.0x157.0y357.0x164.0y365.0x173.0y369.0x186.0y371.0x192.0y371.0x236.0y386.0x256.0y397.0x307.0y426.0Bx305.0y425.5x476.0y504.0x392.0y469.0x355.0y455.0x307.0y426.0
DATASET1_1_6500_00001.png,Bx303.0y422.5x491.0y440.0x474.0y438.0x463.0y432.0x451.0y431.0x445.0y433.0x433.0y432.0x427.0y437.0x387.0y435.0x350.0y433.0x299.0y421.0Bx303.0y422.5x115.0y405.0x140.0y406.0x148.0y411.0x154.0y411.0x159.0y406.0x206.0y407.0x238.0y407.0x300.0y421.0
DATASET1_1_6500_00011.png,Bx303.5y430.5x464.0y528.0x445.0y515.0x437.0y501.0x421.0y498.0x410.0y492.0x402.0y494.0x359.0y468.0x301.0y430.0Bx303.5y430.5x143.0y333.0x159.0y343.0x167.0y352.0x189.0y357.0x230.0y380.0x264.0y399.0x302.0y431.0
DATASET1_1_6500_00021.png,Bx297.5y408.0x197.0y251.0x258.0y337.0x275.0y360.0x296.0y406.0Bx297.5y408.0x398.0y565.0x345.0y489.0x324.0y459.0x295.0y405.0
DATASET1_1_6500_00031.png,Bx310.0y390.0x333.0y577.0x320.0y480.0x315.0y451.0x310.0y389.0Bx310.0y390.0x287.0y203.0x306.0y295.0x312.0y334.0x312.0y388.0
DATASET1_1_6500_00041.png,Bx304.0y402.0x245.0y580.0x250.0y558.0x261.0y553.0x262.0y542.0x258.0y536.0x275.0y471.0x286.0y438.0x304.0y398.0Bx304.0y402.0x363.0y224.0x356.0y244.0x351.0y250.0x347.0y261.0x350.0y274.0x337.0y324.0x331.0y346.0x305.0y399.0
DATASET1_1_6500_00051.png,Bx319.5y395.0x450.0y260.0x435.0y272.0x425.0y275.0x424.0y281.0x419.0y283.0x415.0y294.0x411.0y302.0x385.0y332.0x362.0y358.0x319.0y394.0Bx319.5y395.0x189.0y530.0x202.0y515.0x216.0y511.0x220.0y503.0x221.0y496.0x225.0y496.0x228.0y491.0x229.0y486.0x258.0y452.0x272.0y435.0x321.0y393.0
DATASET1_1_6500_00061.png,Bx320.5y402.5x145.0y467.0x161.0y460.0x173.0y461.0x178.0y458.0x187.0y459.0x191.0y455.0x192.0y448.0x200.0y445.0x201.0y442.0x253.0y420.0x272.0y412.0x322.0y401.0Bx320.5y402.5x496.0y338.0x473.0y347.0x467.0y343.0x463.0y346.0x456.0y346.0x452.0y352.0x448.0y355.0x445.0y360.0x411.0y374.0x368.0y390.0x321.0y402.0
DATASET1_1_6500_00071.png,Bx308.0y400.5x121.0y381.0x140.0y382.0x146.0y389.0x154.0y388.0x159.0y393.0x167.0y383.0x251.0y388.0x311.0y400.0Bx308.0y400.5x495.0y420.0x477.0y420.0x469.0y412.0x462.0y412.0x457.0y409.0x451.0y415.0x444.0y413.0x436.0y418.0x385.0y414.0x354.0y411.0x311.0y399.0
DATASET1_1_6500_00081.png,Bx302.0y405.5x142.0y307.0x160.0y318.0x163.0y325.0x170.0y328.0x173.0y335.0x185.0y336.0x189.0y335.0x192.0y336.0x231.0y355.0x259.0y368.0x305.0y407.0Bx302.0y405.5x462.0y504.0x442.0y494.0x436.0y485.0x427.0y478.0x423.0y478.0x413.0y475.0x401.0y471.0x388.0y465.0x356.0y447.0x303.0y408.0
DATASET1_1_6500_00091.png,Bx309.0y395.0x209.0y237.0x219.0y256.0x219.0y273.0x223.0y279.0x231.0y275.0x268.0y322.0x286.0y349.0x309.0y398.0Bx309.0y395.0x409.0y553.0x395.0y534.0x396.0y524.0x390.0y522.0x385.0y518.0x380.0y512.0x352.0y471.0x334.0y444.0x307.0y397.0
DATASET1_1_7000_00001.png,Bx301.0y432.0x159.0y309.0x225.0y359.0x262.0y387.0x299.0y430.0Bx301.0y432.0x443.0y555.0x421.0y539.0x414.0y526.0x403.0y524.0x357.0y491.0x326.0y462.0x299.0y431.0
DATASET1_1_7000_00011.png,Bx300.0y411.0x231.0y235.0x242.0y265.0x247.0y278.0x269.0y316.0x286.0y359.0x300.0y411.0Bx300.0y411.0x369.0y587.0x344.0y541.0x325.0y496.0x311.0y462.0x298.0y409.0
DATASET1_1_7000_00021.png,Bx319.5y393.0x339.0y204.0x337.0y280.0x334.0y322.0x321.0y391.0Bx319.5y393.0x300.0y582.0x302.0y516.0x303.0y474.0x318.0y387.0
DATASET1_1_7000_00031.png,Bx311.0y393.0x415.0y236.0x402.0y256.0x395.0y258.0x395.0y266.0x387.0y270.0x385.0y285.0x359.0y331.0x343.0y352.0x312.0y392.0Bx311.0y393.0x207.0y550.0x243.0y491.0x266.0y448.0x312.0y389.0
DATASET1_1_7000_00041.png,Bx313.0y398.5x148.0y488.0x224.0y441.0x254.0y417.0x316.0y395.0Bx313.0y398.5x478.0y309.0x458.0y320.0x451.0y320.0x439.0y326.0x430.0y333.0x421.0y345.0x374.0y373.0x314.0y397.0
DATASET1_1_7000_00051.png,Bx301.0y396.0x112.0y397.0x138.0y397.0x151.0y400.0x159.0y401.0x164.0y395.0x203.0y392.0x256.0y386.0x304.0y396.0Bx301.0y396.0x490.0y395.0x472.0y392.0x462.0y393.0x451.0y391.0x446.0y386.0x437.0y395.0x428.0y401.0x365.0y403.0x302.0y396.0
DATASET1_1_7000_00061.png,Bx296.5y415.0x130.0y328.0x172.0y347.0x240.0y379.0x299.0y416.0Bx296.5y415.0x463.0y502.0x446.0y493.0x442.0y485.0x436.0y483.0x431.0y486.0x426.0y483.0x425.0y477.0x419.0y475.0x412.0y479.0x362.0y456.0x299.0y416.0
DATASET1_1_7000_00071.png,Bx307.5y414.5x414.0y569.0x398.0y551.0x398.0y544.0x392.0y541.0x385.0y532.0x384.0y524.0x378.0y518.0x370.0y516.0x343.0y480.0x308.0y418.0Bx307.5y414.5x201.0y260.0x237.0y307.0x275.0y356.0x307.0y418.0
DATASET1_1_7000_00081.png,Bx290.5y392.5x310.0y579.0x294.0y495.0x288.0y459.0x288.0y392.0Bx290.5y392.5x271.0y206.0x283.0y292.0x288.0y342.0x290.0y393.0
DATASET1_1_7000_00091.png,Bx308.0y396.0x371.0y221.0x349.0y296.0x335.0y345.0x304.0y399.0Bx308.0y396.0x245.0y571.0x265.0y499.0x281.0y446.0x305.0y397.0
DATASET1_1_7500_00001.png,Bx298.5y439.5x471.0y514.0x396.0y487.0x341.0y468.0x296.0y439.0Bx298.5y439.5x126.0y365.0x212.0y397.0x257.0y415.0x296.0y439.0
DATASET1_1_7500_00011.png,Bx306.0y424.5x191.0y274.0x246.0y338.0x279.0y376.0x304.0y423.0Bx306.0y424.5x421.0y575.0x375.0y520.0x335.0y476.0x302.0y422.0
DATASET1_1_7500_00021.png,Bx300.0y412.5x282.0y226.0x292.0y322.0x296.0y372.0x297.0y407.0Bx300.0y412.5x318.0y599.0x304.0y523.0x298.0y481.0x298.0y407.0
DATASET1_1_7500_00031.png,Bx305.5y393.5x239.0y570.0x260.0y503.0x277.0y453.0x304.0y389.0Bx305.5y393.5x372.0y217.0x350.0y288.0x335.0y345.0x306.0y393.0
DATASET1_1_7500_00041.png,Bx306.5y400.0x162.0y522.0x215.0y474.0x257.0y434.0x309.0y398.0Bx306.5y400.0x451.0y278.0x433.0y297.0x426.0y296.0x420.0y303.0x414.0y315.0x374.0y351.0x349.0y378.0x308.0y398.0
DATASET1_1_7500_00051.png,Bx317.5y414.0x132.0y446.0x249.0y420.0x318.0y415.0Bx317.5y414.0x503.0y382.0x483.0y386.0x473.0y381.0x470.0y386.0x465.0y385.0x455.0y392.0x449.0y397.0x388.0y409.0x319.0y415.0
DATASET1_1_7500_00061.png,Bx318.5y429.5x141.0y365.0x259.0y401.0x323.0y431.0Bx318.5y429.5x496.0y494.0x475.0y486.0x471.0y478.0x467.0y479.0x462.0y482.0x389.0y462.0x322.0y429.0
DATASET1_1_7500_00071.png,Bx310.5y408.0x188.0y266.0x209.0y290.0x212.0y297.0x219.0y301.0x222.0y302.0x271.0y355.0x313.0y410.0Bx310.5y408.0x433.0y550.0x421.0y537.0x419.0y528.0x414.0y524.0x408.0y524.0x350.0y466.0x313.0y410.0
DATASET1_1_7500_00081.png,Bx298.0y388.0x262.0y203.0x285.0y306.0x298.0y390.0Bx298.0y388.0x334.0y573.0x330.0y549.0x333.0y541.0x326.0y537.0x305.0y460.0x296.0y388.0
DATASET1_1_7500_00091.png,Bx315.5y387.0x372.0y207.0x355.0y272.0x342.0y335.0x312.0y389.0Bx315.5y387.0x259.0y567.0x277.0y499.0x289.0y445.0x312.0y387.0
DATASET1_1_8000_00001.png,Bx307.5y394.5x330.0y207.0x322.0y317.0x321.0y351.0x304.0y391.0Bx307.5y394.5x285.0y582.0x288.0y494.0x290.0y454.0x305.0y389.0
DATASET1_1_8000_00011.png,Bx319.5y397.0x202.0y544.0x241.0y490.0x273.0y444.0x321.0y395.0Bx319.5y397.0x437.0y250.0x382.0y332.0x360.0y363.0x320.0y395.0
DATASET1_1_8000_00021.png,Bx315.0y406.5x138.0y469.0x220.0y437.0x268.0y415.0x315.0y405.0Bx315.0y406.5x492.0y344.0x469.0y352.0x464.0y350.0x457.0y356.0x445.0y360.0x434.0y366.0x426.0y374.0x366.0y396.0x318.0y408.0
DATASET1_1_8000_00031.png,Bx307.5y415.0x123.0y377.0x239.0y392.0x270.0y397.0x311.0y413.0Bx307.5y415.0x492.0y453.0x473.0y451.0x466.0y442.0x458.0y448.0x447.0y446.0x439.0y443.0x430.0y443.0x358.0y432.0x309.0y416.0
DATASET1_1_8000_00041.png,Bx300.5y425.0x163.0y296.0x242.0y360.0x274.0y385.0x303.0y429.0Bx300.5y425.0x438.0y554.0x422.0y539.0x420.0y531.0x411.0y529.0x345.0y474.0x302.0y426.0
DATASET1_1_8000_00051.png,Bx301.0y397.0x248.0y215.0x285.0y319.0x297.0y351.0x301.0y401.0Bx301.0y397.0x354.0y579.0x322.0y495.0x309.0y465.0x300.0y399.0
DATASET1_1_8000_00061.png,Bx306.5y390.5x355.0y207.0x337.0y296.0x330.0y338.0x305.0y394.0Bx306.5y390.5x258.0y574.0x273.0y502.0x282.0y454.0x304.0y391.0
DATASET1_1_8000_00071.png,Bx317.0y397.5x455.0y265.0x372.0y359.0x314.0y399.0Bx317.0y397.5x179.0y530.0x245.0y458.0x316.0y397.0
DATASET1_1_8000_00081.png,Bx310.0y413.5x126.0y453.0x247.0y416.0x306.0y413.0Bx310.0y413.5x494.0y374.0x472.0y380.0x462.0y378.0x456.0y376.0x450.0y384.0x380.0y405.0x306.0y414.0
DATASET1_1_8000_00091.png,Bx306.5y419.5x128.0y358.0x248.0y391.0x305.0y419.0Bx306.5y419.5x485.0y481.0x396.0y456.0x345.0y437.0x305.0y418.0
DATASET1_1_8500_00001.png,Bx301.0y408.5x112.0y405.0x223.0y401.0x300.0y408.0Bx301.0y408.5x490.0y412.0x468.0y414.0x457.0y408.0x444.0y414.0x436.0y411.0x429.0y415.0x355.0y416.0x300.0y408.0
DATASET1_1_8500_00011.png,Bx306.0y423.0x150.0y317.0x262.0y383.0x304.0y421.0Bx306.0y423.0x462.0y529.0x403.0y493.0x350.0y463.0x305.0y421.0
DATASET1_1_8500_00021.png,Bx297.5y412.0x226.0y236.0x275.0y340.0x286.0y365.0x296.0y409.0Bx297.5y412.0x369.0y588.0x341.0y530.0x315.0y477.0x297.0y410.0
DATASET1_1_8500_00031.png,Bx312.0y392.0x277.0y577.0x289.0y476.0x295.0y424.0x311.0y385.0Bx312.0y392.0x347.0y207.0x332.0y303.0x328.0y341.0x311.0y386.0
DATASET1_1_8500_00041.png,Bx320.5y400.5x189.0y537.0x261.0y455.0x323.0y398.0Bx320.5y400.5x452.0y264.0x436.0y283.0x431.0y283.0x429.0y292.0x378.0y354.0x323.0y400.0
DATASET1_1_8500_00051.png,Bx325.5y411.5x141.0y452.0x262.0y418.0x328.0y411.0Bx325.5y411.5x510.0y371.0x485.0y378.0x470.0y375.0x463.0y381.0x457.0y387.0x392.0y403.0x326.0y413.0
DATASET1_1_8500_00061.png,Bx307.0y415.5x483.0y483.0x374.0y451.0x310.0y416.0Bx307.0y415.5x131.0y348.0x244.0y381.0x310.0y416.0
DATASET1_1_8500_00071.png,Bx301.5y402.5x191.0y251.0x257.0y329.0x280.0y354.0x305.0y405.0Bx301.5y402.5x412.0y554.0x364.0y491.0x325.0y446.0x304.0y406.0
DATASET1_1_8500_00081.png,Bx308.5y392.0x300.0y200.0x306.0y283.0x309.0y348.0x307.0y397.0Bx308.5y392.0x317.0y584.0x307.0y487.0x300.0y427.0x308.0y395.0
DATASET1_1_8500_00091.png,Bx311.5y390.0x218.0y552.0x260.0y471.0x278.0y432.0x309.0y392.0Bx311.5y390.0x405.0y228.0x362.0y309.0x341.0y353.0x309.0y392.0
DATASET1_1_9000_00001.png,Bx307.0y406.0x246.0y584.0x285.0y454.0x308.0y400.0Bx307.0y406.0x368.0y228.0x335.0y349.0x309.0y404.0
DATASET1_1_9000_00011.png,Bx321.5y395.0x171.0y509.0x185.0y498.0x200.0y489.0x213.0y485.0x222.0y477.0x227.0y468.0x232.0y456.0x273.0y427.0x324.0y394.0Bx321.5y395.0x472.0y281.0x458.0y292.0x445.0y295.0x435.0y305.0x424.0y322.0x413.0y334.0x403.0y346.0x363.0y371.0x325.0y393.0
DATASET1_1_9000_00021.png,Bx312.0y411.0x124.0y418.0x147.0y416.0x162.0y420.0x182.0y420.0x186.0y412.0x248.0y405.0x312.0y410.0Bx312.0y411.0x500.0y404.0x480.0y401.0x460.0y397.0x448.0y406.0x438.0y406.0x426.0y411.0x355.0y419.0x314.0y411.0
DATASET1_1_9000_00031.png,Bx303.5y412.0x144.0y311.0x167.0y323.0x172.0y333.0x183.0y336.0x188.0y340.0x198.0y339.0x261.0y373.0x306.0y412.0Bx303.5y412.0x463.0y513.0x445.0y502.0x442.0y495.0x436.0y494.0x431.0y486.0x422.0y487.0x415.0y481.0x403.0y480.0x353.0y451.0x309.0y413.0
DATASET1_1_9000_00041.png,Bx299.0y406.0x372.0y581.0x337.0y511.0x314.0y460.0x298.0y408.0Bx299.0y406.0x226.0y231.0x241.0y270.0x239.0y278.0x245.0y280.0x243.0y294.0x255.0y295.0x277.0y342.0x296.0y408.0
DATASET1_1_9000_00051.png,Bx323.0y389.5x286.0y577.0x296.0y493.0x302.0y441.0x321.0y390.0Bx323.0y389.5x360.0y202.0x354.0y234.0x349.0y235.0x351.0y249.0x353.0y256.0x344.0y326.0x320.0y391.0
DATASET1_1_9000_00061.png,Bx318.5y402.0x180.0y532.0x247.0y460.0x271.0y434.0x316.0y402.0Bx318.5y402.0x457.0y272.0x441.0y286.0x423.0y286.0x418.0y299.0x413.0y318.0x371.0y363.0x316.0y402.0
DATASET1_1_9000_00071.png,Bx315.0y413.5x129.0y443.0x259.0y411.0x310.0y412.0Bx315.0y413.5x501.0y384.0x479.0y383.0x472.0y375.0x456.0y378.0x442.0y390.0x433.0y397.0x365.0y413.0x314.0y413.0
DATASET1_1_9000_00081.png,Bx320.0y419.0x148.0y337.0x186.0y355.0x201.0y367.0x212.0y364.0x283.0y391.0x319.0y419.0Bx320.0y419.0x492.0y501.0x476.0y494.0x474.0y488.0x464.0y482.0x453.0y475.0x440.0y479.0x434.0y473.0x424.0y475.0x363.0y449.0x319.0y418.0
DATASET1_1_9000_00091.png,Bx299.5y410.5x205.0y245.0x281.0y359.0x297.0y410.0Bx299.5y410.5x394.0y576.0x386.0y551.0x378.0y550.0x371.0y536.0x365.0y532.0x364.0y517.0x356.0y517.0x322.0y462.0x297.0y409.0
DATASET1_1_9500_00001.png,Bx324.0y413.5x145.0y474.0x170.0y464.0x180.0y468.0x196.0y463.0x206.0y454.0x212.0y444.0x261.0y426.0x322.0y413.0Bx324.0y413.5x503.0y353.0x482.0y360.0x471.0y354.0x462.0y354.0x445.0y366.0x440.0y374.0x423.0y381.0x419.0y386.0x372.0y405.0x321.0y413.0
DATASET1_1_9500_00011.png,Bx306.0y431.5x127.0y373.0x145.0y379.0x166.0y392.0x180.0y397.0x183.0y392.0x189.0y400.0x202.0y393.0x214.0y394.0x262.0y405.0x305.0y431.0Bx306.0y431.5x485.0y490.0x479.0y476.0x474.0y468.0x461.0y470.0x457.0y461.0x441.0y459.0x429.0y463.0x423.0y468.0x415.0y463.0x411.0y468.0x398.0y466.0x394.0y471.0x348.0y460.0x304.0y430.0
DATASET1_1_9500_00021.png,Bx291.0y412.0x183.0y257.0x191.0y284.0x204.0y295.0x221.0y302.0x261.0y355.0x290.0y412.0Bx291.0y412.0x399.0y567.0x393.0y540.0x385.0y529.0x376.0y512.0x359.0y512.0x357.0y505.0x347.0y502.0x314.0y464.0x289.0y411.0
