filename,x1,y1,x2,y2,x3,y3
DATASET1_2_4500_00083.png,0.0,0.0,443.0,549.0,372.0,183.0
DATASET1_7_10500_00017.png,0.0,0.0,460.0,524.0,211.0,271.0
DATASET1_1_9500_00096.png,0.0,0.0,163.0,488.0,492.0,308.0
DATASET1_6_6500_00093.png,0.0,0.0,376.0,474.0,444.0,94.0
DATASET1_7_9000_00056.png,0.0,0.0,178.0,467.0,537.0,391.0
DATASET1_7_7000_00068.png,0.0,0.0,242.0,550.0,496.0,294.0
DATASET1_1_9000_00045.png,0.0,0.0,341.0,577.0,276.0,203.0
DATASET1_4_12000_00083.png,267.0,582.0,581.0,518.0,367.0,274.0
DATASET1_8_12500_00030.png,250.0,480.0,574.0,398.0,344.0,154.0
DATASET1_6_12500_00069.png,0.0,0.0,470.0,549.0,372.0,177.0
DATASET1_4_13000_00037.png,297.0,599.0,591.0,463.0,320.0,277.0
DATASET1_8_5000_00017.png,453.0,545.0,445.0,206.0,160.0,391.0
DATASET1_1_6500_00079.png,0.0,0.0,475.0,498.0,140.0,331.0
DATASET1_8_13000_00006.png,357.0,528.0,553.0,256.0,216.0,226.0
DATASET1_1_12000_00051.png,0.0,0.0,316.0,579.0,288.0,200.0
DATASET1_8_13500_00031.png,230.0,454.0,562.0,419.0,360.0,147.0
DATASET1_3_4500_00089.png,0.0,0.0,218.0,556.0,543.0,350.0
DATASET1_5_6500_00070.png,0.0,0.0,491.0,514.0,180.0,331.0
DATASET1_5_15000_00082.png,0.0,0.0,483.0,468.0,107.0,379.0
DATASET1_3_10000_00027.png,0.0,0.0,505.0,561.0,184.0,338.0
DATASET1_4_6500_00007.png,420.0,582.0,496.0,266.0,187.0,359.0
DATASET1_4_6500_00003.png,392.0,580.0,518.0,284.0,198.0,324.0
DATASET1_4_4500_00044.png,495.0,583.0,451.0,262.0,196.0,461.0
DATASET1_2_13500_00003.png,0.0,0.0,582.0,374.0,221.0,273.0
DATASET1_7_5500_00056.png,0.0,0.0,200.0,512.0,513.0,324.0
DATASET1_2_8500_00027.png,0.0,0.0,204.0,313.0,581.0,292.0
DATASET1_8_13500_00096.png,501.0,484.0,424.0,153.0,178.0,378.0
DATASET1_3_4500_00001.png,0.0,0.0,276.0,590.0,498.0,275.0
DATASET1_6_11000_00085.png,0.0,0.0,233.0,436.0,586.0,271.0
DATASET1_4_12000_00079.png,545.0,546.0,423.0,253.0,230.0,506.0
DATASET1_3_10000_00060.png,0.0,0.0,414.0,606.0,387.0,218.0
DATASET1_3_12000_00008.png,0.0,0.0,278.0,608.0,489.0,283.0
DATASET1_2_9000_00004.png,0.0,0.0,511.0,526.0,304.0,216.0
DATASET1_4_4500_00001.png,255.0,566.0,556.0,453.0,305.0,250.0
DATASET1_1_14500_00047.png,0.0,0.0,430.0,544.0,146.0,284.0
DATASET1_6_5000_00088.png,0.0,0.0,574.0,377.0,238.0,190.0
DATASET1_3_4500_00069.png,0.0,0.0,547.0,472.0,158.0,454.0
DATASET1_6_8000_00086.png,0.0,0.0,589.0,348.0,218.0,243.0
DATASET1_1_8500_00054.png,0.0,0.0,110.0,423.0,487.0,405.0
DATASET1_7_13500_00062.png,0.0,0.0,157.0,429.0,521.0,397.0
DATASET1_4_13500_00046.png,336.0,617.0,579.0,404.0,274.0,303.0
DATASET1_3_4500_00072.png,0.0,0.0,171.0,485.0,560.0,469.0
DATASET1_7_5500_00098.png,0.0,0.0,444.0,537.0,240.0,234.0
DATASET1_8_6000_00031.png,217.0,465.0,553.0,455.0,376.0,164.0
DATASET1_6_6500_00001.png,0.0,0.0,233.0,393.0,588.0,234.0
DATASET1_7_14000_00004.png,0.0,0.0,440.0,524.0,243.0,215.0
DATASET1_4_8000_00031.png,362.0,585.0,542.0,314.0,219.0,297.0
DATASET1_5_15000_00075.png,0.0,0.0,111.0,493.0,459.0,314.0
DATASET1_8_8000_00058.png,338.0,523.0,560.0,278.0,237.0,201.0
DATASET1_6_4500_00080.png,0.0,0.0,242.0,472.0,576.0,270.0
DATASET1_7_5500_00098.png,0.0,0.0,445.0,538.0,241.0,236.0
DATASET1_5_12000_00088.png,0.0,0.0,458.0,496.0,107.0,356.0
DATASET1_3_14000_00059.png,0.0,0.0,523.0,498.0,153.0,384.0
DATASET1_1_5000_00066.png,0.0,0.0,444.0,550.0,170.0,295.0
DATASET1_8_13000_00051.png,312.0,511.0,577.0,304.0,258.0,177.0
DATASET1_2_7000_00002.png,0.0,0.0,349.0,585.0,386.0,211.0
DATASET1_2_10000_00066.png,0.0,0.0,221.0,541.0,455.0,250.0
DATASET1_2_10000_00061.png,0.0,0.0,164.0,478.0,482.0,279.0
DATASET1_5_10500_00043.png,0.0,0.0,172.0,483.0,489.0,302.0
